setID,number,numberVariant,name,year,theme,themeGroup,subtheme,category,released,image/thumbnailURL,image/imageURL,bricksetURL,collections/ownedBy,collections/wantedBy,LEGOCom/US/retailPrice,LEGOCom/US/dateFirstAvailable,LEGOCom/CA/retailPrice,LEGOCom/CA/dateFirstAvailable,rating,reviewCount,packagingType,availability,instructionsCount,additionalImageCount,lastUpdated,pieces,ageRange/min,dimensions/height,dimensions/width,dimensions/depth,dimensions/weight,barcode/EAN,minifigs,LEGOCom/UK/retailPrice,LEGOCom/UK/dateFirstAvailable,LEGOCom/DE/retailPrice,LEGOCom/DE/dateFirstAvailable,barcode/UPC,LEGOCom/US/dateLastAvailable,LEGOCom/CA/dateLastAvailable,LEGOCom/UK/dateLastAvailable,LEGOCom/DE/dateLastAvailable,ageRange/max
31138,6346105,1,Roman Chariot,2020,Promotional,Miscellaneous,Gift with Purchase,Extended,TRUE,https://images.brickset.com/sets/small/6346105-1.jpg,https://images.brickset.com/sets/images/6346105-1.jpg,https://brickset.com/sets/6346105-1,523,149,,,,,0,0,Box,LEGO exclusive,0,0,2021-03-30T10:14:14.44Z,127,,,,,,,,,,,,,,,,,
31166,6346106,1,Roman Chariot,2020,Promotional,Miscellaneous,Gift with Purchase,Extended,TRUE,https://images.brickset.com/sets/small/6346105-1.jpg,https://images.brickset.com/sets/images/6346105-1.jpg,https://brickset.com/sets/6346106-1,204,105,,,,,0,0,Box,LEGO exclusive,0,1,2021-03-30T10:14:20.007Z,127,,,,,,,,,,,,,,,,,
30971,6346109,1,Roman Chariot,2020,Promotional,Miscellaneous,Gift with Purchase,Extended,TRUE,https://images.brickset.com/sets/small/6346109-1.jpg,https://images.brickset.com/sets/images/6346109-1.jpg,https://brickset.com/sets/6346109-1,260,173,,,,,0,1,Box,LEGO exclusive,0,1,2021-04-16T10:12:11.347Z,127,,,,,,5702016989557,1,,,,,,,,,,
30684,71028,4,Ron Weasley,2020,Collectable Minifigures,Miscellaneous,Harry Potter Series 2,Normal,TRUE,https://images.brickset.com/sets/small/71028-4.jpg,https://images.brickset.com/sets/images/71028-4.jpg,https://brickset.com/sets/71028-4,3370,409,4.99,,,,4,0,Foil pack,Retail,0,0,2021-04-02T04:41:49.16Z,6,5,15,9.5,0.7,0.01,,1,,,,,673419319386,,,,,
29456,60267,1,Safari Off-Roader,2020,City,Modern day,Traffic,Normal,TRUE,https://images.brickset.com/sets/small/60267-1.jpg,https://images.brickset.com/sets/images/60267-1.jpg,https://brickset.com/sets/60267-1,4233,1789,19.99,2020-01-02T00:00:00Z,24.99,2020-01-02T00:00:00Z,4.2,3,Box,Retail,2,5,2020-01-12T01:46:03.747Z,168,5,18.8,26,6,0.343,5702016618013,2,17.99,2020-01-01T00:00:00Z,19.99,2020-01-03T00:00:00Z,673419319355,,,,,
30638,80014,1,Sandy's Speedboat,2020,Monkie Kid,Action/Adventure,Season 1,Normal,TRUE,https://images.brickset.com/sets/small/80014-1.jpg,https://images.brickset.com/sets/images/80014-1.jpg,https://brickset.com/sets/80014-1,302,394,59.99,2020-08-24T00:00:00Z,79.99,2020-08-24T00:00:00Z,0,0,Box,LEGO exclusive,3,12,2021-02-07T08:50:00.653Z,394,8,26.2,38.2,5.7,,5702016617696,4,44.99,2020-08-01T00:00:00Z,49.99,2020-08-02T00:00:00Z,,,,,,
30647,952019,1,Scuba Diver and Shark,2020,City,Modern day,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/952019-1.jpg,https://images.brickset.com/sets/images/952019-1.jpg,https://brickset.com/sets/952019-1,507,234,,,,,0,2,Foil pack,Retail - limited,0,0,2020-07-08T10:41:58.687Z,12,5,,,,,,1,,,,,,,,,,
30024,71027,12,Sea Rescuer,2020,Collectable Minifigures,Miscellaneous,Series 20,Normal,TRUE,https://images.brickset.com/sets/small/71027-12.jpg,https://images.brickset.com/sets/images/71027-12.jpg,https://brickset.com/sets/71027-12,4394,913,4.99,,,,4.2,0,Foil pack,Retail,0,0,2020-08-26T12:28:16.12Z,12,5,15,9.5,0.7,0.01,,1,,,,,673419319379,,,,,
30676,562008,1,Sealion,2020,Friends,Girls,Magazine gift,Other,TRUE,https://images.brickset.com/sets/small/562008-1.jpg,https://images.brickset.com/sets/images/562008-1.jpg,https://brickset.com/sets/562008-1,83,82,,,,,0,0,Foil pack,Retail - limited,0,0,2020-08-04T22:06:17.22Z,28,,,,,,,,,,,,,,,,,
29447,60257,1,Service Station,2020,City,Modern day,General,Normal,TRUE,https://images.brickset.com/sets/small/60257-1.jpg,https://images.brickset.com/sets/images/60257-1.jpg,https://brickset.com/sets/60257-1,2098,1511,49.99,2020-01-02T00:00:00Z,69.99,2020-01-02T00:00:00Z,4.1,1,Box,Retail,8,4,2020-02-06T23:20:16.137Z,354,5,26,38,6.8,0.703,5702016617917,4,44.99,2019-12-26T00:00:00Z,49.99,2019-12-26T00:00:00Z,673419319256,2020-12-11T00:00:00Z,2020-12-11T00:00:00Z,2021-03-17T00:00:00Z,2021-03-17T00:00:00Z,
31008,212012,1,Shazam!,2020,DC Comics Super Heroes,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/212012-1.jpg,https://images.brickset.com/sets/images/212012-1.jpg,https://brickset.com/sets/212012-1,353,235,,,,,0,0,Foil pack,Retail - limited,0,0,2020-11-19T16:39:04.303Z,3,,,,,,,1,,,,,,,,,,
30858,92177,1,Ship in a Bottle,2020,Ideas,Miscellaneous,,Normal,TRUE,https://images.brickset.com/sets/small/21313-1.jpg,https://images.brickset.com/sets/images/21313-1.jpg,https://brickset.com/sets/92177-1,1536,850,69.99,2020-11-01T00:00:00Z,89.99,2020-11-01T00:00:00Z,4,0,Box,Retail - limited,2,9,2021-01-19T19:25:21.357Z,962,12,26.2,38.2,7.1,,5702016956344,,69.99,2021-01-01T00:00:00Z,69.99,2021-01-02T00:00:00Z,,,,,,
29834,71026,5,Sinestro,2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Normal,TRUE,https://images.brickset.com/sets/small/71026-5.jpg,https://images.brickset.com/sets/images/71026-5.jpg,https://brickset.com/sets/71026-5,3179,531,4.99,,,,4.1,1,Foil pack,Retail,0,0,2020-09-22T08:56:15.77Z,10,5,15,9.5,0.7,0.01,,1,,,,,673419319362,,,,,
30037,912058,1,Sith Infiltrator,2020,Star Wars,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/912058-1.jpg,https://images.brickset.com/sets/images/912058-1.jpg,https://brickset.com/sets/912058-1,682,379,,,,,3.9,1,Foil pack,Retail - limited,0,0,2020-04-25T16:06:31.303Z,34,,,,,,,,,,,,,,,,,
29685,75272,1,Sith TIE Fighter,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,TRUE,https://images.brickset.com/sets/small/75272-1.jpg,https://images.brickset.com/sets/images/75272-1.jpg,https://brickset.com/sets/75272-1,4342,2146,79.99,2020-01-02T00:00:00Z,109.99,2020-01-02T00:00:00Z,3.7,5,Box,Retail,2,5,2019-12-26T03:12:54.17Z,470,9,37.8,35.4,7.1,1.01,5702016617184,3,64.99,2019-12-26T00:00:00Z,69.99,2019-12-26T00:00:00Z,673419318396,,,2021-06-04T00:00:00Z,2021-05-21T00:00:00Z,
29681,75266,1,Sith Troopers Battle Pack,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,TRUE,https://images.brickset.com/sets/small/75266-1.jpg,https://images.brickset.com/sets/images/75266-1.jpg,https://brickset.com/sets/75266-1,10228,1691,14.99,2020-01-02T00:00:00Z,19.99,2020-01-02T00:00:00Z,3.8,8,Box,Retail,2,4,2019-12-26T03:14:37.623Z,105,6,14.1,19.1,4.6,0.12,5702016617122,4,12.99,2019-12-26T00:00:00Z,14.99,2019-12-26T00:00:00Z,673419317238,,,2021-06-04T00:00:00Z,2021-06-05T00:00:00Z,
30251,71721,1,Skull Sorcerer's Dragon,2020,Ninjago,Action/Adventure,Master of the Mountain,Normal,TRUE,https://images.brickset.com/sets/small/71721-1.jpg,https://images.brickset.com/sets/images/71721-1.jpg,https://brickset.com/sets/71721-1,1603,1204,79.99,2020-08-24T00:00:00Z,109.99,2020-08-24T00:00:00Z,4.4,0,Box,Retail,2,16,2020-07-19T05:38:35.513Z,1016,9,28.2,54,7.9,1.17,5702016617061,7,74.99,2020-06-01T00:00:00Z,79.99,2020-06-02T00:00:00Z,673419318273,,,,,
30252,71722,1,Skull Sorcerer's Dungeons,2020,Ninjago,Action/Adventure,Master of the Mountain,Normal,TRUE,https://images.brickset.com/sets/small/71722-1.jpg,https://images.brickset.com/sets/images/71722-1.jpg,https://brickset.com/sets/71722-1,1316,1111,99.99,2020-08-24T00:00:00Z,139.99,2020-08-24T00:00:00Z,4.6,2,Box,Retail,2,14,2020-12-14T00:17:59.1Z,1171,9,37.8,48,9.4,1.905,5702016617078,8,89.99,2020-06-01T00:00:00Z,99.99,2020-06-02T00:00:00Z,673419318280,,,,,
31505,6349566,1,Snowflake,2020,Promotional,Miscellaneous,LEGO brand stores,Extended,FALSE,https://images.brickset.com/sets/small/6349566-1.jpg,https://images.brickset.com/sets/images/6349566-1.jpg,https://brickset.com/sets/6349566-1,,51,,,,,0,0,Zip-lock bag,{Not specified},0,1,2021-03-03T10:57:53.7Z,,,,,,,,,,,,,,,,,,
30856,854050,1,Snowman & Reindeer Duo,2020,Seasonal,Miscellaneous,Christmas,Extended,TRUE,https://images.brickset.com/sets/small/854050-1.jpg,https://images.brickset.com/sets/images/854050-1.jpg,https://brickset.com/sets/854050-1,1527,250,9.99,2020-10-08T00:00:00Z,12.99,2020-10-08T00:00:00Z,4,0,Box,LEGO exclusive,0,0,2020-10-22T03:54:34.083Z,126,7,10.2,8.6,5.4,0.115,,,8.99,2020-10-01T00:00:00Z,9.74,2020-10-02T00:00:00Z,673419332026,2021-05-07T00:00:00Z,2021-05-07T00:00:00Z,2021-03-15T00:00:00Z,2021-03-15T00:00:00Z,
29683,75268,1,Snowspeeder,2020,Star Wars,Licensed,Episode V,Normal,TRUE,https://images.brickset.com/sets/small/75268-1.jpg,https://images.brickset.com/sets/images/75268-1.jpg,https://brickset.com/sets/75268-1,2949,977,19.99,2020-01-02T00:00:00Z,24.99,2020-01-02T00:00:00Z,3.3,0,Box,Retail,4,5,2020-11-29T06:14:21.337Z,91,4,14.1,26.2,6.1,0.23,5702016617146,2,17.99,2019-12-26T00:00:00Z,19.99,2019-12-26T00:00:00Z,673419318358,,,,,
29868,912055,1,Snowspeeder,2020,Star Wars,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/912055-1.jpg,https://images.brickset.com/sets/images/912055-1.jpg,https://brickset.com/sets/912055-1,895,395,,,,,3.4,0,Foil pack,Retail - limited,0,0,2019-12-31T19:30:28.073Z,28,,,,,,,,,,,,,,,,,
30945,66645,1,Space Bundle 2 in 1,2020,City,Modern day,Product Collection,Collection,TRUE,https://images.brickset.com/sets/small/66645-1.jpg,https://images.brickset.com/sets/images/66645-1.jpg,https://brickset.com/sets/66645-1,27,56,,,,,0,0,{Not specified},{Not specified},0,0,2020-10-27T09:06:02.827Z,286,,,,,,,,,,,,,,,,,
30019,71027,6,Space Fan,2020,Collectable Minifigures,Miscellaneous,Series 20,Normal,TRUE,https://images.brickset.com/sets/small/71027-6.jpg,https://images.brickset.com/sets/images/71027-6.jpg,https://brickset.com/sets/71027-6,3914,766,4.99,,,,3.9,1,Foil pack,Retail,0,0,2020-08-26T12:27:27.147Z,10,5,15,9.5,0.7,0.01,,1,,,,,673419319379,,,,,
29947,31107,1,Space Rover Explorer,2020,Creator,Model making,3 in 1,Normal,TRUE,https://images.brickset.com/sets/small/31107-1.jpg,https://images.brickset.com/sets/images/31107-1.jpg,https://brickset.com/sets/31107-1,1422,1138,39.99,2020-08-24T00:00:00Z,49.99,2020-08-24T00:00:00Z,4.6,2,Box,Retail,2,15,2021-05-16T09:14:35.463Z,510,8,26.2,38.2,7.1,0.75,5702016616330,1,44.99,2020-06-01T00:00:00Z,49.99,2020-06-02T00:00:00Z,673419317801,,,,,
29979,5006001,1,Spanish Patent LEGO Elements 1958,2020,Gear,Miscellaneous,Posters,Gear,TRUE,https://images.brickset.com/sets/small/5006001-1.jpg,https://images.brickset.com/sets/images/5006001-1.jpg,https://brickset.com/sets/5006001-1,116,76,,,,,0,0,{Not specified},{Not specified},0,1,2020-02-13T08:25:51.943Z,,,,,,,,,,,,,,,,,,
29932,41902,1,Sparkly Unicorn Bracelet,2020,Dots,Art and crafts,Bracelets,Normal,TRUE,https://images.brickset.com/sets/small/41902-1.jpg,https://images.brickset.com/sets/images/41902-1.jpg,https://brickset.com/sets/41902-1,1052,131,4.99,2020-03-01T00:00:00Z,6.99,2020-03-01T00:00:00Z,3.7,1,Foil pack,Retail,0,2,2020-09-09T15:14:52.24Z,33,6,,,,,5702016616712,,4.99,2020-03-04T00:00:00Z,5.99,2020-03-05T00:00:00Z,,2020-12-08T00:00:00Z,2020-12-08T00:00:00Z,2021-03-26T00:00:00Z,2021-03-18T00:00:00Z,
30947,66647,1,Speed Champions Bundle 2 in 1,2020,Speed Champions,Licensed,Product Collection,Collection,TRUE,https://images.brickset.com/sets/small/66647-1.jpg,https://images.brickset.com/sets/images/66647-1.jpg,https://brickset.com/sets/66647-1,46,114,,,,,0,0,{Not specified},{Not specified},0,0,2020-10-27T09:13:13.797Z,396,,,,,,,,,,,,,,,,,
29403,76150,1,Spiderjet vs. Venom Mech,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,TRUE,https://images.brickset.com/sets/small/76150-1.jpg,https://images.brickset.com/sets/images/76150-1.jpg,https://brickset.com/sets/76150-1,1512,907,29.99,2020-01-02T00:00:00Z,39.99,2020-01-02T00:00:00Z,3.4,0,Box,Retail,2,5,2019-12-31T17:40:01.623Z,371,7,19.1,35.4,7,0.52,5702016619300,3,34.99,2020-01-01T00:00:00Z,39.99,2020-01-03T00:00:00Z,673419320412,,,2021-04-09T00:00:00Z,2021-04-10T00:00:00Z,
30708,242001,1,Spider-man,2020,Marvel Super Heroes,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/242001-1.jpg,https://images.brickset.com/sets/images/242001-1.jpg,https://brickset.com/sets/242001-1,570,202,,,,,0,0,Foil pack,Retail - limited,0,0,2020-12-16T19:15:19.95Z,18,6,,,,,,1,,,,,,,,,,
29400,76146,1,Spider-Man Mech,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,TRUE,https://images.brickset.com/sets/small/76146-1.jpg,https://images.brickset.com/sets/images/76146-1.jpg,https://brickset.com/sets/76146-1,2740,606,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,3.9,2,Box,Retail,1,5,2019-12-31T17:30:12.84Z,152,6,19.1,14.1,4.6,0.16,5702016619270,1,8.99,2020-01-01T00:00:00Z,9.99,2020-01-03T00:00:00Z,673419320375,,,,,
29401,76148,1,Spider-Man vs. Doc Ock,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,TRUE,https://images.brickset.com/sets/small/76148-1.jpg,https://images.brickset.com/sets/images/76148-1.jpg,https://brickset.com/sets/76148-1,1214,743,19.99,2020-01-02T00:00:00Z,24.99,2020-01-02T00:00:00Z,3.4,0,Box,Retail,2,5,2019-12-31T17:40:26.937Z,234,6,19.1,26.2,6.1,0.3,5702016619317,3,19.99,2020-01-01T00:00:00Z,29.23,2020-01-03T00:00:00Z,673419320399,2020-11-21T00:00:00Z,2020-11-21T00:00:00Z,2020-12-10T00:00:00Z,2020-11-23T00:00:00Z,
29208,45678,1,SPIKE Prime Set,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45678-1.jpg,https://images.brickset.com/sets/images/45678-1.jpg,https://brickset.com/sets/45678-1,144,276,339.95,2020-05-22T00:00:00Z,471.99,2020-05-22T00:00:00Z,0,0,{Not specified},{Not specified},0,14,2020-10-04T00:37:52.953Z,528,,,,,,5702016376319,2,361.99,2020-05-22T00:00:00Z,396.99,2020-05-26T00:00:00Z,,,,,,
30248,70685,1,Spinjitzu Burst - Cole,2020,Ninjago,Action/Adventure,Spinjitzu Burst,Normal,TRUE,https://images.brickset.com/sets/small/70685-1.jpg,https://images.brickset.com/sets/images/70685-1.jpg,https://brickset.com/sets/70685-1,817,266,9.99,2020-08-24T00:00:00Z,13.99,2020-08-24T00:00:00Z,4,0,Box,Retail,2,10,2020-06-18T00:34:21.64Z,48,7,15,8.4,8.4,0.11,5702016616835,1,8.99,2020-06-01T00:00:00Z,9.99,2020-06-02T00:00:00Z,673419318044,,,2021-06-04T00:00:00Z,2021-05-23T00:00:00Z,
30249,70686,1,Spinjitzu Burst - Kai,2020,Ninjago,Action/Adventure,Spinjitzu Burst,Normal,TRUE,https://images.brickset.com/sets/small/70686-1.jpg,https://images.brickset.com/sets/images/70686-1.jpg,https://brickset.com/sets/70686-1,750,249,9.99,2020-08-24T00:00:00Z,13.99,2020-08-24T00:00:00Z,4,1,Box,Retail,2,10,2020-06-18T00:34:37.25Z,48,7,15,8.4,8.4,0.11,5702016616842,1,8.99,2020-06-01T00:00:00Z,9.99,2020-06-02T00:00:00Z,673419318051,,,,,
30222,70687,1,Spinjitzu Burst Lloyd,2020,Ninjago,Action/Adventure,Spinjitzu Burst,Normal,TRUE,https://images.brickset.com/sets/small/70687-1.jpg,https://images.brickset.com/sets/images/70687-1.jpg,https://brickset.com/sets/70687-1,792,256,9.99,2020-09-01T00:00:00Z,13.99,2020-09-01T00:00:00Z,3.7,0,Box,Retail,2,10,2020-06-18T00:34:45.03Z,48,7,15,8.4,8.4,0.11,5702016616859,1,8.99,2020-06-01T00:00:00Z,9.99,2020-06-02T00:00:00Z,673419318068,,,,,
30544,71361,3,Spiny,2020,Super Mario,Licensed,Character Pack - Series 1,Normal,TRUE,https://images.brickset.com/sets/small/71361-3.jpg,https://images.brickset.com/sets/images/71361-3.jpg,https://brickset.com/sets/71361-3,1696,385,4.99,,,,3.9,0,Foil pack,Retail,0,0,2021-04-02T04:08:22.773Z,,,15,9.5,0.7,,,1,,,,,,,,,,
29798,40375,1,Sports Accessories,2020,Xtra,Miscellaneous,,Normal,TRUE,https://images.brickset.com/sets/small/40375-1.jpg,https://images.brickset.com/sets/images/40375-1.jpg,https://brickset.com/sets/40375-1,1342,603,3.99,2020-01-02T00:00:00Z,4.99,2020-01-02T00:00:00Z,3.5,0,Polybag,LEGO exclusive,1,1,2020-01-20T22:51:44.083Z,36,6,17,14,0.7,0.022,,,3.99,2020-01-01T00:00:00Z,3.99,2020-01-03T00:00:00Z,673419320597,,,,,
29738,31100,1,Sports Car,2020,Creator,Model making,3 in 1,Normal,TRUE,https://images.brickset.com/sets/small/31100-1.jpg,https://images.brickset.com/sets/images/31100-1.jpg,https://brickset.com/sets/31100-1,1315,271,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,3.6,0,Box,Retail,6,4,2021-05-16T09:12:34.957Z,134,,14.1,19.1,6.1,0.22,5702016616064,,8.99,2020-01-01T00:00:00Z,9.99,2020-01-03T00:00:00Z,673419317337,,,,,
29952,75279,1,Star Wars Advent Calendar,2020,Star Wars,Licensed,Seasonal,Normal,TRUE,https://images.brickset.com/sets/small/75279-1.jpg,https://images.brickset.com/sets/images/75279-1.jpg,https://brickset.com/sets/75279-1,6567,1387,39.99,2020-09-01T00:00:00Z,49.99,2020-09-01T00:00:00Z,4.1,1,Box,Retail,1,30,2021-01-03T01:20:14.237Z,311,6,0,0,0,0,5702016617085,10,24.99,2020-09-01T00:00:00Z,29.23,2020-09-02T00:00:00Z,673419318297,2020-11-07T00:00:00Z,2020-11-07T00:00:00Z,2020-10-16T00:00:00Z,2020-11-10T00:00:00Z,
29539,ISBN9781465489562,1,"Star Wars Character Encyclopedia, New Edition",2020,Books,Miscellaneous,Dorling Kindersley,Book,TRUE,https://images.brickset.com/sets/small/ISBN1465489568-1.jpg,https://images.brickset.com/sets/images/ISBN1465489568-1.jpg,https://brickset.com/sets/ISBN9781465489562-1,1122,505,,,,,3.8,2,{Not specified},{Not specified},0,0,2020-02-09T13:21:49.393Z,,,,,,,,1,,,,,,,,,,
30325,31200,1,Star Wars The Sith,2020,Art,Art and crafts,Licensed,Normal,TRUE,https://images.brickset.com/sets/small/31200-1.jpg,https://images.brickset.com/sets/images/31200-1.jpg,https://brickset.com/sets/31200-1,2181,1268,119.99,2020-08-24T00:00:00Z,149.99,2020-08-24T00:00:00Z,4.2,1,Box,LEGO exclusive,8,14,2021-05-25T18:10:44.23Z,3406,18,40.2,41.5,5.3,1.69,5702016677713,,114.99,2020-07-03T00:00:00Z,119.99,2020-07-03T00:00:00Z,673419319638,,,,,
29833,71026,4,Stargirl,2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Normal,TRUE,https://images.brickset.com/sets/small/71026-4.jpg,https://images.brickset.com/sets/images/71026-4.jpg,https://brickset.com/sets/71026-4,3536,496,4.99,,,,4,2,Foil pack,Retail,0,0,2020-09-22T08:56:06.53Z,9,5,15,9.5,0.7,0.01,,1,,,,,673419319362,,,,,
29986,854031,1,Statue of Liberty Magnet,2020,Gear,Miscellaneous,Magnets/Locations,Gear,TRUE,https://images.brickset.com/sets/small/854031-1.jpg,https://images.brickset.com/sets/images/854031-1.jpg,https://brickset.com/sets/854031-1,888,276,,,,,4.2,2,{Not specified},{Not specified},0,1,2020-02-14T21:49:37.16Z,,,,,,,,,3.99,2020-03-11T00:00:00Z,4.99,2020-03-12T00:00:00Z,673419324137,,,,,
31004,562011,1,Stephanie's Bakery,2020,Friends,Girls,Magazine gift,Other,TRUE,https://images.brickset.com/sets/small/562011-1.jpg,https://images.brickset.com/sets/images/562011-1.jpg,https://brickset.com/sets/562011-1,114,35,,,,,0,0,Foil pack,Retail - limited,0,0,2021-01-09T11:50:20.75Z,32,,,,,,,,,,,,,,,,,
30239,41398,1,Stephanie's House,2020,Friends,Girls,,Normal,TRUE,https://images.brickset.com/sets/small/41398-1.jpg,https://images.brickset.com/sets/images/41398-1.jpg,https://brickset.com/sets/41398-1,155,175,39.99,2020-08-24T00:00:00Z,49.99,2020-08-24T00:00:00Z,0,0,Box,Retail,2,10,2020-06-01T00:28:58.593Z,170,4,26.2,28.2,7.6,0.56,5702016618853,3,34.99,2020-06-01T00:00:00Z,39.99,2020-06-02T00:00:00Z,673419319836,,,,,
30268,41435,1,Stephanie's Jungle Play Cube,2020,Friends,Girls,Play Cube,Normal,TRUE,https://images.brickset.com/sets/small/41435-1.jpg,https://images.brickset.com/sets/images/41435-1.jpg,https://brickset.com/sets/41435-1,117,168,9.99,2020-08-02T00:00:00Z,13.99,2020-08-03T00:00:00Z,0,0,Plastic canister,Retail,4,8,2020-06-20T08:45:01.517Z,41,6,20.5,15.3,5.2,,,1,,,,,,2020-09-30T00:00:00Z,2020-09-30T00:00:00Z,,,
29725,41401,1,Stephanie's Play Cube - Baker,2020,Friends,Girls,Play Cube,Normal,TRUE,https://images.brickset.com/sets/small/41401-1.jpg,https://images.brickset.com/sets/images/41401-1.jpg,https://brickset.com/sets/41401-1,518,193,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,0,2,Box,Retail,4,4,2020-02-20T15:11:55.17Z,44,6,20.5,15.3,5.2,0.09,5702016618877,1,7.99,2020-01-01T00:00:00Z,9.99,2020-01-03T00:00:00Z,673419319850,2020-02-25T00:00:00Z,2020-02-25T00:00:00Z,2020-02-17T00:00:00Z,2020-02-18T00:00:00Z,
29730,41406,1,Stephanie's Play Cube - Beauty Salon,2020,Friends,Girls,Play Cube,Normal,TRUE,https://images.brickset.com/sets/small/41406-1.jpg,https://images.brickset.com/sets/images/41406-1.jpg,https://brickset.com/sets/41406-1,240,158,9.99,2020-04-01T00:00:00Z,13.99,2020-04-01T00:00:00Z,0,0,Box,Retail,4,7,2020-03-30T21:10:26.973Z,44,6,20.5,15.3,5.2,0.09,5702016618921,1,7.99,2020-04-01T00:00:00Z,9.74,2020-04-02T00:00:00Z,673419319904,2020-07-21T00:00:00Z,2020-07-21T00:00:00Z,2020-07-05T00:00:00Z,2020-07-06T00:00:00Z,
30567,41411,1,Stephanie's Summer Play Cube,2020,Friends,Girls,Play Cube,Normal,TRUE,https://images.brickset.com/sets/small/41411-1.jpg,https://images.brickset.com/sets/images/41411-1.jpg,https://brickset.com/sets/41411-1,180,139,9.99,,,,0,0,Plastic canister,Retail,2,8,2020-08-28T22:37:46.85Z,47,6,20.5,15.3,5.2,0.1,5702016618976,1,7.99,2020-09-01T00:00:00Z,9.99,2020-09-02T00:00:00Z,673419319959,,,2021-03-16T00:00:00Z,2021-03-17T00:00:00Z,
31005,5006207,1,Still Life with Bricks 100 Collectable Postcards,2020,Gear,Miscellaneous,Stationery,Gear,TRUE,https://images.brickset.com/sets/small/5006207-1.jpg,https://images.brickset.com/sets/images/5006207-1.jpg,https://brickset.com/sets/5006207-1,29,52,,,,,0,0,{Not specified},{Not specified},0,1,2020-11-18T08:33:19.823Z,,,,,,,9781452179643,,19.99,2020-11-19T00:00:00Z,24.36,2020-11-18T00:00:00Z,,,,2020-11-30T00:00:00Z,2020-12-01T00:00:00Z,
31163,5006357,1,Stocking Green Brick,2020,Gear,Miscellaneous,Bags,Gear,TRUE,https://images.brickset.com/sets/small/5006357-1.jpg,https://images.brickset.com/sets/images/5006357-1.jpg,https://brickset.com/sets/5006357-1,32,44,24.99,2020-12-03T00:00:00Z,34.99,2020-12-02T00:00:00Z,0,0,{Not specified},{Not specified},0,2,2020-12-02T09:44:00.193Z,,,,,,,,,,,,,,,,,,
30223,71703,1,Storm Fighter Battle,2020,Ninjago,Action/Adventure,Legacy,Normal,TRUE,https://images.brickset.com/sets/small/71703-1.jpg,https://images.brickset.com/sets/images/71703-1.jpg,https://brickset.com/sets/71703-1,234,212,29.99,2020-08-24T00:00:00Z,39.99,2020-08-24T00:00:00Z,0,0,Box,Retail,6,12,2021-01-23T22:40:52.863Z,165,4,19.1,35.4,7,0.43,5702016616897,3,24.99,2020-06-01T00:00:00Z,29.99,2020-06-02T00:00:00Z,673419318105,,,,,
30663,912062,1,Stormtrooper,2020,Star Wars,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/912062-1.jpg,https://images.brickset.com/sets/images/912062-1.jpg,https://brickset.com/sets/912062-1,878,417,,,,,4.2,0,Foil pack,Retail - limited,0,0,2020-07-23T16:59:33.763Z,5,,,,,,,1,,,,,,,,,,
30007,75276,1,Stormtrooper Helmet,2020,Star Wars,Licensed,Helmet Collection,Normal,TRUE,https://images.brickset.com/sets/small/75276-1.jpg,https://images.brickset.com/sets/images/75276-1.jpg,https://brickset.com/sets/75276-1,7176,1982,59.99,2020-03-18T00:00:00Z,79.99,2020-03-18T00:00:00Z,4.3,2,Box,{Not specified},7,10,2020-11-29T06:06:06.95Z,647,18,35.4,19.1,11.8,0.87,5702016617214,,54.99,2020-03-19T00:00:00Z,59.99,2020-03-20T00:00:00Z,673419318426,,,,,
29439,60249,1,Street Sweeper,2020,City,Modern day,Traffic,Normal,TRUE,https://images.brickset.com/sets/small/60249-1.jpg,https://images.brickset.com/sets/images/60249-1.jpg,https://brickset.com/sets/60249-1,6925,1213,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,4.3,6,Box,Retail,2,5,2020-01-29T03:11:49.457Z,89,5,14,15.6,6,0.143,5702016617832,1,8.99,2019-12-26T00:00:00Z,9.99,2019-12-26T00:00:00Z,673419319171,,,,,
